Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210624:0110,0.0,0.0,0.0,12.77,2.48,0.0
20210624:0210,0.0,0.0,0.0,12.64,2.55,0.0
20210624:0310,0.0,0.0,0.0,12.36,2.62,0.0
20210624:0410,0.0,1.7,2.84,12.14,2.69,0.0
20210624:0510,15.57,31.37,11.43,12.0,3.03,0.0
20210624:0610,54.18,80.09,20.72,12.38,3.38,0.0
20210624:0710,130.89,169.97,30.39,12.86,3.66,0.0
20210624:0810,173.33,219.13,40.1,13.35,3.72,0.0
20210624:0910,262.33,323.16,49.38,13.93,3.59,0.0
20210624:1010,433.58,527.56,57.44,14.28,3.59,0.0
20210624:1110,302.97,372.59,62.83,14.78,3.72,0.0
20210624:1210,115.59,153.81,63.7,15.47,3.93,0.0
20210624:1310,102.71,139.25,59.63,16.32,3.86,0.0
20210624:1410,131.03,172.93,52.26,16.73,3.45,0.0
20210624:1510,124.58,165.65,43.28,16.99,3.03,0.0
20210624:1610,101.89,139.25,33.65,17.6,2.83,0.0
20210624:1710,142.64,206.6,23.92,17.84,2.41,0.0
20210624:1810,39.44,63.58,14.47,17.56,1.59,0.0
20210624:1910,12.19,27.13,5.6,17.09,1.52,0.0
20210624:2010,0.0,0.0,0.0,16.31,1.72,0.0
20210624:2110,0.0,0.0,0.0,15.12,2.14,0.0
20210624:2210,0.0,0.0,0.0,14.14,2.14,0.0
20210624:2310,0.0,0.0,0.0,13.21,2.0,0.0
20210625:0010,0.0,0.0,0.0,12.29,1.86,0.0
20210625:0110,0.0,0.0,0.0,11.71,1.93,0.0
20210625:0210,0.0,0.0,0.0,12.06,1.86,0.0
20210625:0310,0.0,0.0,0.0,12.47,1.86,0.0
20210625:0410,0.0,1.7,2.79,12.83,2.0,0.0
20210625:0510,4.75,15.26,11.38,13.18,2.07,0.0
20210625:0610,23.19,41.87,20.67,13.81,2.21,0.0
20210625:0710,206.08,260.83,30.34,14.55,2.76,0.0
20210625:0810,393.94,483.78,40.05,15.8,3.03,0.0
20210625:0910,498.22,612.45,49.34,16.89,3.66,0.0
20210625:1010,429.91,531.57,57.4,18.6,4.41,0.0
20210625:1110,336.81,420.89,62.8,19.31,4.07,0.0
20210625:1210,334.85,419.88,63.69,19.45,3.52,0.0
20210625:1310,181.42,234.82,59.63,19.1,3.17,0.0
20210625:1410,185.4,239.55,52.27,19.16,3.24,0.0
20210625:1510,211.05,269.82,43.3,18.93,3.1,0.0
20210625:1610,81.6,115.59,33.67,18.85,3.31,0.0
20210625:1710,45.15,70.99,23.94,18.74,2.97,0.0
20210625:1810,4.11,14.41,14.48,18.17,1.93,0.0
20210625:1910,0.0,4.24,5.62,17.22,1.24,0.0
20210625:2010,0.0,0.0,0.0,16.75,1.03,0.0
20210625:2110,0.0,0.0,0.0,16.34,1.1,0.0
20210625:2210,0.0,0.0,0.0,15.93,1.24,0.0
20210625:2310,0.0,0.0,0.0,15.67,1.03,0.0
20210626:0010,0.0,0.0,0.0,15.51,1.03,0.0
20210626:0110,0.0,0.0,0.0,15.3,1.03,0.0
20210626:0210,0.0,0.0,0.0,15.16,0.76,0.0
20210626:0310,0.0,0.0,0.0,15.04,0.76,0.0
20210626:0410,0.4,6.78,2.74,14.99,1.03,0.0
20210626:0510,6.21,17.8,11.32,15.08,1.03,0.0
20210626:0610,88.07,123.12,20.62,15.19,0.97,0.0
20210626:0710,265.05,337.76,30.29,15.23,1.1,0.0
20210626:0810,229.38,289.45,40.0,15.9,1.52,0.0
20210626:0910,172.22,223.21,49.28,17.36,1.52,0.0
20210626:1010,288.58,364.68,57.35,18.06,1.52,0.0
20210626:1110,391.12,492.3,62.76,18.59,1.86,0.0
20210626:1210,522.59,667.55,63.66,19.89,1.72,0.0
20210626:1310,352.25,450.81,59.63,21.07,1.31,0.0
20210626:1410,289.8,372.64,52.28,21.48,1.24,0.0
20210626:1510,177.08,233.41,43.31,21.51,1.38,0.0
20210626:1610,184.73,242.69,33.68,21.05,1.66,0.0
20210626:1710,71.67,104.67,23.95,20.86,1.86,0.0
20210626:1810,52.29,80.54,14.49,20.41,1.72,0.0
20210626:1910,0.06,5.93,5.62,19.92,2.28,0.0
20210626:2010,0.0,0.0,0.0,18.99,2.55,0.0
20210626:2110,0.0,0.0,0.0,18.3,2.83,0.0
20210626:2210,0.0,0.0,0.0,17.76,3.1,0.0
20210626:2310,0.0,0.0,0.0,17.22,3.24,0.0
20210627:0010,0.0,0.0,0.0,17.04,3.03,0.0
20210627:0110,0.0,0.0,0.0,16.93,2.83,0.0
20210627:0210,0.0,0.0,0.0,16.82,2.83,0.0
20210627:0310,0.0,0.0,0.0,16.68,2.55,0.0
20210627:0410,0.0,1.7,2.68,16.19,2.48,0.0
20210627:0510,2.33,11.02,11.27,16.47,2.62,0.0
20210627:0610,21.44,40.05,20.56,17.1,2.55,0.0
20210627:0710,56.07,84.64,30.23,18.72,1.79,0.0
20210627:0810,67.7,99.21,39.94,19.48,1.86,0.0
20210627:0910,99.92,138.34,49.22,19.7,2.0,0.0
20210627:1010,208.16,268.42,57.29,19.35,1.72,0.0
20210627:1110,163.59,214.79,62.71,19.72,2.07,0.0
20210627:1210,98.93,137.43,63.63,20.42,2.55,0.0
20210627:1310,184.52,241.19,59.61,21.07,2.41,0.0
20210627:1410,274.23,351.32,52.28,21.56,2.21,0.0
20210627:1510,269.85,346.88,43.31,22.11,2.07,0.0
20210627:1610,247.74,322.81,33.69,22.38,2.34,0.0
20210627:1710,138.33,197.08,23.96,22.43,2.69,0.0
20210627:1810,46.71,73.76,14.5,21.19,1.93,0.0
20210627:1910,0.0,4.24,5.62,19.9,0.41,0.0
20210627:2010,0.0,0.0,0.0,19.54,1.03,0.0
20210627:2110,0.0,0.0,0.0,18.56,1.59,0.0
20210627:2210,0.0,0.0,0.0,17.87,1.59,0.0
20210627:2310,0.0,0.0,0.0,17.71,1.45,0.0
20210628:0010,0.0,0.0,0.0,17.15,1.45,0.0
20210628:0110,0.0,0.0,0.0,16.87,1.59,0.0
20210628:0210,0.0,0.0,0.0,16.48,2.0,0.0
20210628:0310,0.0,0.0,0.0,15.93,2.14,0.0
20210628:0410,0.0,1.7,2.62,15.29,2.21,0.0
20210628:0510,1.93,10.17,11.2,14.78,2.34,0.0
20210628:0610,10.02,23.66,20.49,14.5,3.03,0.0
20210628:0710,32.45,54.61,30.17,17.55,2.69,0.0
20210628:0810,405.74,506.36,39.88,17.81,2.07,0.0
20210628:0910,485.42,611.39,49.16,19.25,2.07,0.0
20210628:1010,427.25,537.84,57.23,20.57,2.97,0.0
20210628:1110,476.07,607.12,62.66,21.2,2.14,0.0
20210628:1210,266.5,344.38,63.6,21.9,1.38,0.0
20210628:1310,378.81,491.77,59.6,22.3,0.55,0.0
20210628:1410,554.75,723.06,52.27,23.05,1.38,0.0
20210628:1510,325.47,417.08,43.31,23.13,2.41,0.0
20210628:1610,302.32,393.75,33.69,22.85,3.17,0.0
20210628:1710,55.97,85.55,23.96,22.1,3.52,0.0
20210628:1810,9.13,22.89,14.5,21.31,2.9,0.0
20210628:1910,0.0,4.24,5.62,20.59,2.07,0.0
20210628:2010,0.0,0.0,0.0,19.41,2.55,0.0
20210628:2110,0.0,0.0,0.0,18.22,2.83,0.0
20210628:2210,0.0,0.0,0.0,17.31,3.03,0.0
20210628:2310,0.0,0.0,0.0,16.27,3.17,0.0
20210629:0010,0.0,0.0,0.0,15.43,3.24,0.0
20210629:0110,0.0,0.0,0.0,14.79,2.83,0.0
20210629:0210,0.0,0.0,0.0,14.14,2.07,0.0
20210629:0310,0.0,0.0,0.0,13.46,1.86,0.0
20210629:0410,0.0,2.54,2.55,12.7,1.52,0.0
20210629:0510,32.2,53.41,11.14,13.0,0.69,0.0
20210629:0610,107.17,148.42,20.43,14.66,0.62,0.0
20210629:0710,105.02,141.93,30.1,15.86,2.83,0.0
20210629:0810,174.03,223.83,39.81,16.34,2.07,0.0
20210629:0910,226.66,287.58,49.09,17.01,1.72,0.0
20210629:1010,214.6,274.81,57.16,17.69,1.24,0.0
20210629:1110,259.8,329.56,62.6,18.16,1.72,0.0
20210629:1210,190.51,245.74,63.55,18.53,2.28,0.0
20210629:1310,117.54,158.37,59.57,18.25,2.48,0.0
20210629:1410,118.03,158.37,52.26,17.3,2.28,0.0
20210629:1510,82.04,115.59,43.31,17.42,2.21,0.0
20210629:1610,167.57,217.82,33.69,17.71,2.21,0.0
20210629:1710,36.68,60.07,23.96,17.79,2.55,0.0
20210629:1810,10.5,24.59,14.49,16.73,2.14,0.0
20210629:1910,0.0,5.09,5.61,15.28,2.55,0.0
20210629:2010,0.0,0.0,0.0,14.9,2.14,0.0
20210629:2110,0.0,0.0,0.0,14.71,1.66,0.0
20210629:2210,0.0,0.0,0.0,14.49,1.93,0.0
20210629:2310,0.0,0.0,0.0,14.43,2.41,0.0
20210630:0010,0.0,0.0,0.0,14.03,2.55,0.0
20210630:0110,0.0,0.0,0.0,13.8,2.62,0.0
20210630:0210,0.0,0.0,0.0,13.54,2.55,0.0
20210630:0310,0.0,0.0,0.0,13.43,2.76,0.0
20210630:0410,0.0,1.7,2.48,13.44,2.55,0.0
20210630:0510,1.95,10.17,11.06,13.54,3.1,0.0
20210630:0610,39.64,62.8,20.36,13.76,2.83,0.0
20210630:0710,30.15,50.97,30.03,14.24,2.76,0.0
20210630:0810,96.42,131.06,39.74,14.67,3.1,0.0
20210630:0910,368.94,451.06,49.02,15.73,4.07,0.0
20210630:1010,261.14,325.17,57.09,16.59,4.34,0.0
20210630:1110,190.0,242.1,62.54,16.95,4.21,0.0
20210630:1210,288.43,359.35,63.5,17.4,4.0,0.0
20210630:1310,119.07,159.28,59.54,17.56,4.07,0.0
20210630:1410,144.15,188.4,52.24,17.12,4.21,0.0
20210630:1510,64.3,93.74,43.3,16.71,4.07,0.0
20210630:1610,63.63,92.83,33.68,16.37,3.72,0.0
20210630:1710,98.68,135.16,23.95,16.24,3.38,0.0
20210630:1810,11.69,26.28,14.48,16.01,3.03,0.0
20210630:1910,1.12,8.48,5.59,15.63,2.28,0.0
20210630:2010,0.0,0.0,0.0,15.35,2.0,0.0
20210630:2110,0.0,0.0,0.0,15.16,2.0,0.0
20210630:2210,0.0,0.0,0.0,14.85,1.79,0.0
20210630:2310,0.0,0.0,0.0,14.65,1.52,0.0
20210701:0010,0.0,0.0,0.0,14.39,1.52,0.0
20210701:0110,0.0,0.0,0.0,14.18,1.66,0.0
20210701:0210,0.0,0.0,0.0,13.98,1.72,0.0
20210701:0310,0.0,0.0,0.0,13.79,1.79,0.0
20210701:0410,1.14,8.48,2.4,13.54,1.79,0.0
20210701:0510,8.98,22.04,10.99,13.65,1.93,0.0
20210701:0610,59.72,87.37,20.28,13.98,2.21,0.0
20210701:0710,206.3,261.72,29.95,14.86,2.62,0.0
20210701:0810,354.87,437.25,39.66,15.79,2.76,0.0
20210701:0910,433.52,534.07,48.95,16.79,3.17,0.0
20210701:1010,527.33,652.5,57.02,17.74,3.79,0.0
20210701:1110,418.65,519.29,62.46,18.45,3.93,0.0
20210701:1210,218.45,278.18,63.44,18.7,3.66,0.0
20210701:1310,255.43,323.11,59.5,19.39,3.86,0.0
20210701:1410,299.68,376.78,52.22,19.64,3.59,0.0
20210701:1510,234.15,298.33,43.28,19.61,3.1,0.0
20210701:1610,305.04,391.47,33.67,19.86,2.97,0.0
20210701:1710,70.57,102.85,23.94,20.03,2.62,0.0
20210701:1810,35.08,58.5,14.46,19.52,1.38,0.0
20210701:1910,13.24,28.82,5.57,18.57,1.03,0.0
20210701:2010,0.0,0.0,0.0,17.15,1.03,0.0
20210701:2110,0.0,0.0,0.0,15.44,1.31,0.0
20210701:2210,0.0,0.0,0.0,14.6,1.31,0.0
20210701:2310,0.0,0.0,0.0,14.27,1.1,0.0
20210702:0010,0.0,0.0,0.0,14.32,0.97,0.0
20210702:0110,0.0,0.0,0.0,13.1,1.17,0.0
20210702:0210,0.0,0.0,0.0,11.98,1.59,0.0
20210702:0310,0.0,0.0,0.0,11.69,1.72,0.0
20210702:0410,1.56,9.33,2.32,11.37,1.79,0.0
20210702:0510,38.51,61.04,10.91,11.97,1.45,0.0
20210702:0610,117.82,180.43,20.2,14.98,1.24,0.0
20210702:0710,301.45,390.19,29.87,17.51,1.52,0.0
20210702:0810,477.16,603.6,39.58,19.2,1.59,0.0
20210702:0910,463.83,592.15,48.86,20.14,1.17,0.0
20210702:1010,621.71,812.64,56.93,21.48,1.38,0.0
20210702:1110,762.46,1008.85,62.39,22.1,2.14,0.0
20210702:1210,729.7,966.01,63.38,22.56,2.0,0.0
20210702:1310,550.13,714.82,59.46,22.86,1.72,0.0
20210702:1410,383.73,493.87,52.19,22.78,1.45,0.0
20210702:1510,370.05,476.55,43.26,23.12,1.52,0.0
20210702:1610,240.34,315.51,33.65,23.15,1.59,0.0
20210702:1710,137.24,211.31,23.92,23.13,1.66,0.0
20210702:1810,57.06,87.32,14.44,22.55,1.24,0.0
20210702:1910,11.9,27.13,5.54,21.35,1.45,0.0
20210702:2010,0.0,0.0,0.0,19.83,2.34,0.0
20210702:2110,0.0,0.0,0.0,18.9,2.48,0.0
20210702:2210,0.0,0.0,0.0,18.3,2.55,0.0
20210702:2310,0.0,0.0,0.0,17.98,2.55,0.0
20210703:0010,0.0,0.0,0.0,17.68,2.55,0.0
20210703:0110,0.0,0.0,0.0,17.43,2.69,0.0
20210703:0210,0.0,0.0,0.0,17.37,2.9,0.0
20210703:0310,0.0,0.0,0.0,17.16,2.97,0.0
20210703:0410,0.0,0.85,2.23,17.25,2.83,0.0
20210703:0510,17.56,34.76,10.82,17.15,2.55,0.0
20210703:0610,89.73,126.77,20.11,17.74,2.21,0.0
20210703:0710,244.61,316.38,29.79,19.31,2.21,0.0
20210703:0810,395.69,499.34,39.5,20.44,2.28,0.0
20210703:0910,247.86,317.83,48.78,21.25,2.55,0.0
20210703:1010,241.12,309.71,56.85,21.1,2.55,0.0
20210703:1110,265.28,340.01,62.3,21.23,2.28,0.0
20210703:1210,429.99,544.5,63.31,22.17,3.45,0.0
20210703:1310,473.75,600.35,59.41,21.95,3.17,0.0
20210703:1410,275.83,351.58,52.16,21.24,2.9,0.0
20210703:1510,397.85,502.04,43.23,21.54,3.1,0.0
20210703:1610,162.6,215.31,33.63,21.9,3.17,0.0
20210703:1710,100.38,141.11,23.89,22.06,2.69,0.0
20210703:1810,56.75,86.47,14.41,21.36,1.45,0.0
20210703:1910,11.98,27.13,5.51,20.24,1.79,0.0
20210703:2010,0.0,0.0,0.0,19.22,1.66,0.0
20210703:2110,0.0,0.0,0.0,18.07,1.79,0.0
20210703:2210,0.0,0.0,0.0,17.07,1.86,0.0
20210703:2310,0.0,0.0,0.0,16.3,1.59,0.0
20210704:0010,0.0,0.0,0.0,15.82,1.52,0.0
20210704:0110,0.0,0.0,0.0,15.49,1.59,0.0
20210704:0210,0.0,0.0,0.0,15.05,1.59,0.0
20210704:0310,0.0,0.0,0.0,14.49,1.31,0.0
20210704:0410,0.0,0.85,2.14,14.6,0.83,0.0
20210704:0510,17.16,33.91,10.73,14.61,0.69,0.0
20210704:0610,19.49,37.32,20.03,16.3,0.9,0.0
20210704:0710,23.51,42.78,29.7,16.82,2.76,0.0
20210704:0810,90.33,124.69,39.41,16.4,3.86,0.0
20210704:0910,72.02,102.85,48.69,16.04,2.97,0.0
20210704:1010,58.28,86.46,56.75,16.54,3.17,0.0
20210704:1110,345.81,432.81,62.21,18.37,2.69,0.0
20210704:1210,722.76,922.28,63.23,20.12,3.52,0.0
20210704:1310,731.04,929.48,59.35,20.85,4.0,0.0
20210704:1410,234.19,300.18,52.12,21.55,4.14,0.0
20210704:1510,491.57,611.19,43.2,20.4,4.41,0.0
20210704:1610,47.93,74.63,33.6,19.42,3.72,0.0
20210704:1710,94.97,132.48,23.86,19.41,3.66,0.0
20210704:1810,31.96,54.26,14.38,19.01,3.93,0.0
20210704:1910,1.9,10.17,5.47,17.02,3.38,0.0
20210704:2010,0.0,0.0,0.0,16.59,2.97,0.0
20210704:2110,0.0,0.0,0.0,16.07,2.28,0.0
20210704:2210,0.0,0.0,0.0,15.53,2.07,0.0
20210704:2310,0.0,0.0,0.0,15.18,2.21,0.0
20210705:0010,0.0,0.0,0.0,15.01,2.14,0.0
20210705:0110,0.0,0.0,0.0,14.94,2.07,0.0
20210705:0210,0.0,0.0,0.0,14.88,2.34,0.0
20210705:0310,0.0,0.0,0.0,14.93,2.69,0.0
20210705:0410,0.0,0.85,2.05,14.86,2.83,0.0
20210705:0510,19.64,37.3,10.64,14.92,2.69,0.0
20210705:0610,32.87,54.61,19.93,15.06,2.69,0.0
20210705:0710,81.18,113.77,29.61,15.35,1.17,0.0
20210705:0810,176.3,227.82,39.32,16.64,0.9,0.0
20210705:0910,221.39,283.1,48.59,17.69,1.03,0.0
20210705:1010,231.3,296.98,56.66,18.91,1.03,0.0
20210705:1110,338.21,426.69,62.11,19.81,2.55,0.0
20210705:1210,371.73,467.84,63.15,20.19,3.03,0.0
20210705:1310,434.51,545.83,59.29,20.68,3.45,0.0
20210705:1410,466.69,585.47,52.07,21.12,3.72,0.0
20210705:1510,143.59,191.22,43.16,20.98,3.38,0.0
20210705:1610,97.47,135.61,33.56,20.59,3.31,0.0
20210705:1710,26.55,47.33,23.83,19.78,3.31,0.0
20210705:1810,6.58,18.65,14.34,19.19,3.45,0.0
20210705:1910,1.88,10.17,5.42,18.31,2.97,0.0
20210705:2010,0.0,0.0,0.0,18.45,3.59,0.0
20210705:2110,0.0,0.0,0.0,18.69,4.0,0.0
20210705:2210,0.0,0.0,0.0,18.48,3.93,0.0
20210705:2310,0.0,0.0,0.0,18.17,4.21,0.0
20210706:0010,0.0,0.0,0.0,17.96,4.97,0.0
20210706:0110,0.0,0.0,0.0,17.51,5.31,0.0
20210706:0210,0.0,0.0,0.0,17.13,4.97,0.0
20210706:0310,0.0,0.0,0.0,16.68,4.69,0.0
20210706:0410,0.08,5.93,1.95,16.33,5.03,0.0
20210706:0510,32.47,54.26,10.54,16.13,5.59,0.0
20210706:0610,114.69,176.64,19.84,15.82,6.28,0.0
20210706:0710,160.85,207.74,29.51,16.96,6.48,0.0
20210706:0810,117.87,157.46,39.22,17.88,7.86,0.0
20210706:0910,233.31,292.77,48.49,18.77,8.55,0.0
20210706:1010,137.24,181.12,56.55,19.43,9.24,0.0
20210706:1110,348.67,430.48,62.01,19.81,8.62,0.0
20210706:1210,639.15,785.26,63.06,20.07,8.21,0.0
20210706:1310,309.75,385.94,59.21,20.25,7.45,0.0
20210706:1410,334.27,415.48,52.01,20.41,6.9,0.0
20210706:1510,318.61,397.21,43.12,20.28,6.07,0.0
20210706:1610,150.7,198.62,33.52,20.37,5.59,0.0
20210706:1710,141.94,212.59,23.78,20.17,5.03,0.0
20210706:1810,48.75,75.45,14.29,18.94,5.31,0.0
20210706:1910,6.62,18.65,5.37,18.16,2.62,0.0
20210706:2010,0.0,0.0,0.0,17.13,2.28,0.0
20210706:2110,0.0,0.0,0.0,16.23,2.41,0.0
20210706:2210,0.0,0.0,0.0,15.63,2.62,0.0
20210706:2310,0.0,0.0,0.0,15.32,3.1,0.0
20210707:0010,0.0,0.0,0.0,14.99,3.31,0.0
20210707:0110,0.0,0.0,0.0,14.73,3.1,0.0
20210707:0210,0.0,0.0,0.0,14.44,3.03,0.0
20210707:0310,0.0,0.0,0.0,13.9,3.1,0.0
20210707:0410,0.0,1.7,1.84,13.68,3.17,0.0
20210707:0510,36.15,58.5,10.43,13.98,3.17,0.0
20210707:0610,48.28,73.72,19.74,14.85,3.17,0.0
20210707:0710,208.89,264.64,29.41,15.67,4.55,0.0
20210707:0810,351.1,431.9,39.12,16.87,4.14,0.0
20210707:0910,452.27,554.65,48.39,17.22,4.21,0.0
20210707:1010,618.41,769.32,56.45,18.46,4.14,0.0
20210707:1110,457.21,569.53,61.9,19.39,3.93,0.0
20210707:1210,440.2,550.74,62.96,20.18,3.86,0.0
20210707:1310,407.62,512.06,59.14,20.18,3.1,0.0
20210707:1410,300.34,380.48,51.95,21.04,3.31,0.0
20210707:1510,284.85,361.83,43.07,21.05,3.03,0.0
20210707:1610,225.02,291.12,33.47,21.24,3.24,0.0
20210707:1710,136.41,216.55,23.74,20.78,2.41,0.0
20210707:1810,4.06,14.41,14.24,20.23,1.72,0.0
20210707:1910,12.1,27.13,5.31,18.5,2.28,0.0
20210707:2010,0.0,0.0,0.0,17.79,1.79,0.0
20210707:2110,0.0,0.0,0.0,16.47,1.31,0.0
20210707:2210,0.0,0.0,0.0,15.18,1.17,0.0
20210707:2310,0.0,0.0,0.0,14.16,1.31,0.0
20210708:0010,0.0,0.0,0.0,13.42,1.31,0.0
20210708:0110,0.0,0.0,0.0,13.06,1.17,0.0
20210708:0210,0.0,0.0,0.0,12.27,1.31,0.0
20210708:0310,0.0,0.0,0.0,11.44,1.38,0.0
20210708:0410,0.0,5.09,1.73,10.72,1.59,0.0
20210708:0510,27.18,46.63,10.33,11.11,1.45,0.0
20210708:0610,111.71,174.93,19.63,14.24,1.45,0.0
20210708:0710,255.79,329.67,29.31,16.75,0.9,0.0
20210708:0810,427.11,536.86,39.02,18.16,1.52,0.0
20210708:0910,492.52,618.87,48.28,19.39,2.41,0.0
20210708:1010,690.14,882.95,56.33,19.79,2.69,0.0
20210708:1110,527.47,667.86,61.79,19.95,2.55,0.0
20210708:1210,259.98,331.75,62.85,20.48,2.69,0.0
20210708:1310,330.0,419.01,59.05,20.66,2.21,0.0
20210708:1410,228.73,294.36,51.89,20.51,2.07,0.0
20210708:1510,327.56,415.32,43.01,20.87,2.34,0.0
20210708:1610,306.89,395.27,33.42,20.42,2.62,0.0
20210708:1710,137.75,214.08,23.68,18.85,2.69,0.0
20210708:1810,56.94,85.62,14.18,18.41,1.72,0.0
20210708:1910,2.74,11.87,5.25,17.82,1.38,0.0
20210708:2010,0.0,0.0,0.0,17.16,0.9,0.0
20210708:2110,0.0,0.0,0.0,16.3,1.24,0.0
20210708:2210,0.0,0.0,0.0,15.86,1.72,0.0
20210708:2310,0.0,0.0,0.0,15.42,1.72,0.0
20210709:0010,0.0,0.0,0.0,14.87,1.72,0.0
20210709:0110,0.0,0.0,0.0,14.58,1.66,0.0
20210709:0210,0.0,0.0,0.0,14.4,1.52,0.0
20210709:0310,0.0,0.0,0.0,13.98,1.24,0.0
20210709:0410,0.0,0.85,1.62,14.06,0.62,0.0
20210709:0510,30.0,50.87,10.22,14.09,0.07,0.0
20210709:0610,86.0,121.27,19.52,15.15,0.21,0.0
20210709:0710,169.66,219.45,29.2,15.96,1.86,0.0
20210709:0810,238.87,301.56,38.91,16.74,1.72,0.0
20210709:0910,442.16,553.45,48.17,18.09,1.93,0.0
20210709:1010,330.24,414.87,56.22,18.89,2.48,0.0
20210709:1110,410.93,515.73,61.66,19.7,2.97,0.0
20210709:1210,521.74,660.39,62.74,20.31,2.76,0.0
20210709:1310,147.1,195.68,58.96,20.74,2.41,0.0
20210709:1410,140.45,188.4,51.82,21.36,2.0,0.0
20210709:1510,87.03,123.78,42.95,21.48,1.72,0.0
20210709:1610,57.45,87.37,33.36,21.6,1.79,0.0
20210709:1710,63.36,94.66,23.63,21.39,1.72,0.0
20210709:1810,21.48,40.69,14.12,20.72,1.45,0.0
20210709:1910,11.47,26.28,5.18,19.28,1.03,0.0
20210709:2010,0.0,0.0,0.0,18.25,0.9,0.0
20210709:2110,0.0,0.0,0.0,17.08,1.17,0.0
20210709:2210,0.0,0.0,0.0,16.77,0.83,0.0
20210709:2310,0.0,0.0,0.0,16.91,0.55,0.0
20210710:0010,0.0,0.0,0.0,16.23,0.76,0.0
20210710:0110,0.0,0.0,0.0,14.45,1.24,0.0
20210710:0210,0.0,0.0,0.0,14.11,1.24,0.0
20210710:0310,0.0,0.0,0.0,13.66,1.24,0.0
20210710:0410,0.0,0.85,1.5,13.54,1.24,0.0
20210710:0510,1.53,9.33,10.1,13.83,1.17,0.0
20210710:0610,16.92,33.68,19.41,15.53,0.97,0.0
20210710:0710,37.37,60.98,29.09,17.6,1.17,0.0
20210710:0810,126.34,169.29,38.8,18.18,1.31,0.0
20210710:0910,91.16,127.42,48.06,18.91,1.72,0.0
20210710:1010,52.92,81.0,56.09,19.55,2.07,0.0
20210710:1110,116.25,157.46,61.54,19.2,2.55,0.0
20210710:1210,298.34,375.96,62.62,18.8,2.55,0.0
20210710:1310,203.86,262.67,58.87,19.78,2.83,0.0
20210710:1410,341.71,429.75,51.74,20.41,3.31,0.0
20210710:1510,413.62,509.25,42.88,18.16,4.55,0.0
20210710:1610,268.23,338.21,33.3,17.11,3.66,0.0
20210710:1710,143.9,200.1,23.56,16.73,2.48,0.0
20210710:1810,56.65,84.78,14.05,17.18,2.34,0.0
20210710:1910,11.05,25.43,5.1,16.95,1.1,0.0
20210710:2010,0.0,0.0,0.0,16.5,1.38,0.0
20210710:2110,0.0,0.0,0.0,15.54,1.52,0.0
20210710:2210,0.0,0.0,0.0,14.56,1.59,0.0
20210710:2310,0.0,0.0,0.0,13.86,1.45,0.0
20210711:0010,0.0,0.0,0.0,13.43,1.03,0.0
20210711:0110,0.0,0.0,0.0,12.76,1.24,0.0
20210711:0210,0.0,0.0,0.0,12.31,1.17,0.0
20210711:0310,0.0,0.0,0.0,12.56,0.76,0.0
20210711:0410,0.0,0.85,1.37,12.64,0.62,0.0
20210711:0510,33.56,55.11,9.98,12.84,0.48,0.0
20210711:0610,93.98,131.4,19.3,14.34,0.9,0.0
20210711:0710,205.98,264.2,28.98,15.92,1.52,0.0
20210711:0810,220.51,280.63,38.68,17.15,1.38,0.0
20210711:0910,442.21,555.35,47.94,18.39,1.72,0.0
20210711:1010,346.18,436.91,55.97,19.53,2.07,0.0
20210711:1110,311.84,396.72,61.41,20.27,1.86,0.0
20210711:1210,287.98,367.69,62.5,20.61,1.93,0.0
20210711:1310,351.49,447.28,58.76,21.16,2.07,0.0
20210711:1410,360.67,458.95,51.65,21.28,1.93,0.0
20210711:1510,261.4,335.65,42.81,21.4,1.86,0.0
20210711:1610,276.68,359.11,33.23,21.28,1.72,0.0
20210711:1710,138.4,194.88,23.49,21.19,1.52,0.0
20210711:1810,43.38,69.52,13.98,20.86,0.83,0.0
20210711:1910,0.37,6.78,5.02,20.31,1.38,0.0
20210711:2010,0.0,0.0,0.0,19.48,1.79,0.0
20210711:2110,0.0,0.0,0.0,18.81,2.07,0.0
20210711:2210,0.0,0.0,0.0,18.26,2.0,0.0
20210711:2310,0.0,0.0,0.0,17.43,1.79,0.0
20210712:0010,0.0,0.0,0.0,16.75,1.79,0.0
20210712:0110,0.0,0.0,0.0,16.18,2.07,0.0
20210712:0210,0.0,0.0,0.0,15.88,2.0,0.0
20210712:0310,0.0,0.0,0.0,15.74,2.0,0.0
20210712:0410,0.0,0.0,0.0,15.87,2.21,0.0
20210712:0510,4.65,15.26,9.86,16.24,2.28,0.0
20210712:0610,31.13,52.79,19.18,16.91,2.0,0.0
20210712:0710,31.6,53.7,28.86,18.06,0.69,0.0
20210712:0810,100.39,138.34,38.56,18.01,0.69,0.0
20210712:0910,83.92,118.32,47.81,17.99,1.31,0.0
20210712:1010,42.23,67.35,55.83,18.49,1.38,0.0
20210712:1110,78.89,112.86,61.27,19.25,1.24,0.0
20210712:1210,92.12,129.24,62.37,19.77,1.03,0.0
20210712:1310,709.28,920.63,58.65,19.37,1.79,0.0
20210712:1410,84.32,119.23,51.56,19.21,2.14,0.0
