Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220801:1410,164.9,220.63,48.44,23.8,1.72,0.0
20220801:1510,406.3,523.61,39.89,23.74,1.59,0.0
20220801:1610,175.07,234.34,30.45,24.17,1.45,0.0
20220801:1710,130.67,195.46,20.71,23.93,1.31,0.0
20220801:1810,31.44,54.67,11.1,23.59,1.24,0.0
20220801:1910,0.37,6.83,1.96,23.49,0.9,0.0
20220801:2010,0.0,0.0,0.0,22.39,1.38,0.0
20220801:2110,0.0,0.0,0.0,21.14,1.31,0.0
20220801:2210,0.0,0.0,0.0,19.98,0.83,0.0
20220801:2310,0.0,0.0,0.0,19.46,0.83,0.0
20220802:0010,0.0,0.0,0.0,18.17,1.24,0.0
20220802:0110,0.0,0.0,0.0,17.37,1.66,0.0
20220802:0210,0.0,0.0,0.0,16.93,2.07,0.0
20220802:0310,0.0,0.0,0.0,16.52,1.45,0.0
20220802:0410,0.0,0.0,0.0,16.17,0.9,0.0
20220802:0510,16.62,33.31,6.55,15.85,0.9,0.0
20220802:0610,85.27,144.33,15.99,17.44,1.24,0.0
20220802:0710,265.97,353.27,25.72,19.1,0.14,0.0
20220802:0810,433.97,558.1,35.35,21.17,0.76,0.0
20220802:0910,552.38,718.03,44.4,23.1,1.38,0.0
20220802:1010,659.24,868.88,52.09,24.96,2.21,0.0
20220802:1110,635.81,838.67,57.17,26.37,2.69,0.0
20220802:1210,722.31,963.84,58.23,27.2,2.97,0.0
20220802:1310,667.98,886.48,54.88,27.8,2.97,0.0
20220802:1410,568.96,749.77,48.22,28.39,2.69,0.0
20220802:1510,471.54,618.38,39.69,28.75,2.55,0.0
20220802:1610,278.06,372.85,30.25,28.95,2.55,0.0
20220802:1710,127.84,206.21,20.52,28.71,2.41,0.0
20220802:1810,30.7,54.67,10.9,28.28,2.14,0.0
20220802:1910,0.0,2.56,1.76,26.84,1.38,0.0
20220802:2010,0.0,0.0,0.0,25.11,1.31,0.0
20220802:2110,0.0,0.0,0.0,23.17,1.52,0.0
20220802:2210,0.0,0.0,0.0,21.66,1.72,0.0
20220802:2310,0.0,0.0,0.0,20.39,1.52,0.0
20220803:0010,0.0,0.0,0.0,19.39,1.52,0.0
20220803:0110,0.0,0.0,0.0,18.72,1.79,0.0
20220803:0210,0.0,0.0,0.0,18.22,1.93,0.0
20220803:0310,0.0,0.0,0.0,17.68,1.59,0.0
20220803:0410,0.0,0.0,0.0,17.34,1.31,0.0
20220803:0510,16.5,33.31,6.36,17.19,1.24,0.0
20220803:0610,84.86,146.65,15.81,19.16,0.9,0.0
20220803:0710,269.03,360.46,25.54,22.73,1.31,0.0
20220803:0810,442.41,578.7,35.17,25.54,1.24,0.0
20220803:0910,574.67,772.64,44.21,27.98,1.1,0.0
20220803:1010,662.64,913.26,51.87,29.88,1.31,0.0
20220803:1110,706.96,989.41,56.92,31.12,1.45,0.0
20220803:1210,714.37,1005.56,57.97,32.05,1.52,0.0
20220803:1310,675.72,944.65,54.63,32.75,1.59,0.0
20220803:1410,578.37,797.03,48.0,33.21,1.45,0.0
20220803:1510,466.74,635.89,39.48,33.37,1.31,0.0
20220803:1610,300.46,416.31,30.05,33.37,1.24,0.0
20220803:1710,124.43,205.96,20.32,33.14,1.24,0.0
20220803:1810,27.54,51.25,10.69,32.5,1.24,0.0
20220803:1910,0.0,5.13,1.54,31.02,0.69,0.0
20220803:2010,0.0,0.0,0.0,27.76,1.52,0.0
20220803:2110,0.0,0.0,0.0,25.72,2.07,0.0
20220803:2210,0.0,0.0,0.0,24.67,2.0,0.0
20220803:2310,0.0,0.0,0.0,23.38,1.45,0.0
20220804:0010,0.0,0.0,0.0,23.96,0.76,0.0
20220804:0110,0.0,0.0,0.0,21.13,2.0,0.0
20220804:0210,0.0,0.0,0.0,20.57,2.55,0.0
20220804:0310,0.0,0.0,0.0,19.8,2.69,0.0
20220804:0410,0.0,0.0,0.0,19.43,2.55,0.0
20220804:0510,12.77,28.19,6.18,19.24,2.21,0.0
20220804:0610,26.68,47.54,15.63,19.89,2.34,0.0
20220804:0710,40.19,64.91,25.36,19.26,2.55,0.0
20220804:0810,62.79,93.25,34.99,19.89,2.76,0.0
20220804:0910,163.46,215.52,44.01,21.19,2.83,0.0
20220804:1010,215.22,280.7,51.64,23.76,3.45,0.0
20220804:1110,590.79,765.21,56.67,25.67,3.59,0.0
20220804:1210,738.66,984.42,57.71,27.67,3.38,0.0
20220804:1310,679.28,906.34,54.38,28.73,3.03,0.0
20220804:1410,405.46,531.5,47.77,29.15,2.83,0.0
20220804:1510,496.54,650.28,39.26,29.08,3.03,0.0
20220804:1610,182.53,247.46,29.84,28.92,3.45,0.0
20220804:1710,9.34,23.77,20.11,27.97,3.93,0.0
20220804:1810,35.59,60.65,10.48,26.14,4.0,0.0
20220804:1910,0.0,1.71,1.32,21.66,3.45,0.0
20220804:2010,0.0,0.0,0.0,20.12,2.9,0.0
20220804:2110,0.0,0.0,0.0,19.35,2.62,0.0
20220804:2210,0.0,0.0,0.0,18.69,2.55,0.0
20220804:2310,0.0,0.0,0.0,18.18,2.48,0.0
20220805:0010,0.0,0.0,0.0,17.67,2.55,0.0
20220805:0110,0.0,0.0,0.0,17.37,2.14,0.0
20220805:0210,0.0,0.0,0.0,17.07,1.86,0.0
20220805:0310,0.0,0.0,0.0,16.48,2.07,0.0
20220805:0410,0.0,0.0,0.0,16.11,2.21,0.0
20220805:0510,15.42,31.6,5.99,15.75,2.21,0.0
20220805:0610,85.48,143.69,15.45,16.4,2.28,0.0
20220805:0710,268.73,348.7,25.18,17.79,2.41,0.0
20220805:0810,434.92,544.07,34.8,18.27,2.0,0.0
20220805:0910,359.07,452.39,43.81,19.83,2.0,0.0
20220805:1010,528.48,667.3,51.42,20.73,2.97,0.0
20220805:1110,668.19,849.73,56.41,21.5,4.0,0.0
20220805:1210,591.16,748.26,57.44,22.48,4.48,0.0
20220805:1310,673.15,852.73,54.12,22.59,4.97,0.0
20220805:1410,427.85,536.17,47.53,22.49,4.97,0.0
20220805:1510,494.19,619.34,39.04,22.58,4.69,0.0
20220805:1610,304.3,391.36,29.63,22.46,4.9,0.0
20220805:1710,131.2,204.74,19.9,21.9,5.03,0.0
20220805:1810,35.89,59.79,10.27,21.12,5.03,0.0
20220805:1910,0.0,0.0,0.0,20.01,5.59,0.0
20220805:2010,0.0,0.0,0.0,18.83,5.24,0.0
20220805:2110,0.0,0.0,0.0,17.84,4.48,0.0
20220805:2210,0.0,0.0,0.0,16.76,3.79,0.0
20220805:2310,0.0,0.0,0.0,15.74,3.24,0.0
20220806:0010,0.0,0.0,0.0,14.77,2.83,0.0
20220806:0110,0.0,0.0,0.0,14.02,2.83,0.0
20220806:0210,0.0,0.0,0.0,13.4,2.69,0.0
20220806:0310,0.0,0.0,0.0,12.84,2.55,0.0
20220806:0410,0.0,0.0,0.0,12.35,2.69,0.0
20220806:0510,13.89,29.04,5.79,12.11,2.83,0.0
20220806:0610,87.48,148.29,15.26,13.19,2.9,0.0
20220806:0710,293.24,373.98,25.0,15.24,3.79,0.0
20220806:0810,501.54,614.93,34.61,17.25,4.34,0.0
20220806:0910,644.62,798.08,43.6,19.0,4.76,0.0
20220806:1010,743.82,935.1,51.19,20.49,5.17,0.0
20220806:1110,808.1,1031.68,56.16,21.54,5.03,0.0
20220806:1210,813.91,1048.77,57.16,22.26,4.62,0.0
20220806:1310,770.72,989.59,53.86,22.85,4.62,0.0
20220806:1410,670.96,850.04,47.29,23.16,4.9,0.0
20220806:1510,535.53,672.61,38.82,23.21,5.1,0.0
20220806:1610,343.41,442.78,29.41,22.98,5.1,0.0
20220806:1710,133.58,210.67,19.68,22.43,5.1,0.0
20220806:1810,29.25,51.25,10.05,21.63,4.48,0.0
20220806:1910,0.0,0.0,0.0,20.32,3.72,0.0
20220806:2010,0.0,0.0,0.0,18.93,3.38,0.0
20220806:2110,0.0,0.0,0.0,17.91,3.59,0.0
20220806:2210,0.0,0.0,0.0,17.14,3.72,0.0
20220806:2310,0.0,0.0,0.0,16.46,3.72,0.0
20220807:0010,0.0,0.0,0.0,15.81,3.66,0.0
20220807:0110,0.0,0.0,0.0,15.23,3.52,0.0
20220807:0210,0.0,0.0,0.0,14.67,3.45,0.0
20220807:0310,0.0,0.0,0.0,14.2,3.31,0.0
20220807:0410,0.0,0.0,0.0,13.77,3.17,0.0
20220807:0510,13.79,29.04,5.6,13.49,3.1,0.0
20220807:0610,85.62,143.77,15.08,14.45,2.97,0.0
20220807:0710,282.18,361.88,24.81,16.28,3.66,0.0
20220807:0810,477.42,589.38,34.42,18.43,4.0,0.0
20220807:0910,627.2,783.18,43.39,20.48,4.41,0.0
20220807:1010,732.0,930.83,50.95,21.93,4.55,0.0
20220807:1110,785.16,1013.87,55.89,23.02,4.41,0.0
20220807:1210,792.86,1029.94,56.89,23.9,4.41,0.0
20220807:1310,746.8,965.92,53.59,24.55,4.48,0.0
20220807:1410,648.3,829.5,47.04,24.97,4.55,0.0
20220807:1510,514.08,652.45,38.59,25.11,4.76,0.0
20220807:1610,330.0,430.02,29.19,24.92,4.9,0.0
20220807:1710,128.72,204.75,19.46,24.38,4.97,0.0
20220807:1810,27.68,49.54,9.82,23.57,4.34,0.0
20220807:1910,0.0,0.0,0.0,22.21,3.93,0.0
20220807:2010,0.0,0.0,0.0,20.68,3.79,0.0
20220807:2110,0.0,0.0,0.0,19.48,3.86,0.0
20220807:2210,0.0,0.0,0.0,18.43,3.79,0.0
20220807:2310,0.0,0.0,0.0,17.51,3.66,0.0
20220808:0010,0.0,0.0,0.0,16.72,3.45,0.0
20220808:0110,0.0,0.0,0.0,16.02,3.31,0.0
20220808:0210,0.0,0.0,0.0,15.4,3.31,0.0
20220808:0310,0.0,0.0,0.0,14.89,3.24,0.0
20220808:0410,0.0,0.0,0.0,14.45,3.1,0.0
20220808:0510,13.14,28.19,5.4,14.17,3.03,0.0
20220808:0610,85.02,142.69,14.89,15.15,2.9,0.0
20220808:0710,271.81,349.63,24.63,17.26,3.79,0.0
20220808:0810,471.52,585.35,34.23,19.62,4.0,0.0
20220808:0910,622.28,782.87,43.18,21.92,4.34,0.0
20220808:1010,729.86,937.15,50.72,23.8,4.55,0.0
20220808:1110,777.75,1014.96,55.63,25.13,4.41,0.0
20220808:1210,780.21,1024.34,56.61,26.13,4.41,0.0
20220808:1310,736.83,961.61,53.32,26.8,4.69,0.0
20220808:1410,643.62,830.16,46.79,27.12,4.9,0.0
20220808:1510,500.76,640.64,38.35,27.12,5.03,0.0
20220808:1610,326.52,429.1,28.96,26.74,5.1,0.0
20220808:1710,125.8,200.36,19.24,26.08,5.17,0.0
20220808:1810,26.82,48.69,9.59,25.16,4.48,0.0
20220808:1910,0.0,0.0,0.0,23.62,3.93,0.0
20220808:2010,0.0,0.0,0.0,22.14,3.93,0.0
20220808:2110,0.0,0.0,0.0,21.04,4.14,0.0
20220808:2210,0.0,0.0,0.0,20.07,4.28,0.0
20220808:2310,0.0,0.0,0.0,19.19,4.28,0.0
20220809:0010,0.0,0.0,0.0,18.46,4.14,0.0
20220809:0110,0.0,0.0,0.0,17.83,4.07,0.0
20220809:0210,0.0,0.0,0.0,17.24,3.93,0.0
20220809:0310,0.0,0.0,0.0,16.72,3.72,0.0
20220809:0410,0.0,0.0,0.0,16.24,3.59,0.0
20220809:0510,12.42,27.33,5.21,15.9,3.52,0.0
20220809:0610,82.98,140.43,14.7,16.7,3.31,0.0
20220809:0710,275.59,356.48,24.44,18.29,3.93,0.0
20220809:0810,466.21,581.42,34.03,20.52,3.93,0.0
20220809:0910,615.01,778.9,42.97,22.9,4.07,0.0
20220809:1010,709.23,914.08,50.47,24.91,4.55,0.0
20220809:1110,762.4,995.72,55.35,26.43,4.83,0.0
20220809:1210,765.38,1006.49,56.32,27.57,4.83,0.0
20220809:1310,732.1,961.7,53.04,28.4,4.83,0.0
20220809:1410,630.03,819.89,46.53,28.94,4.83,0.0
20220809:1510,491.05,635.58,38.11,29.2,4.76,0.0
20220809:1610,314.67,419.13,28.73,29.12,4.69,0.0
20220809:1710,121.94,198.2,19.0,28.68,4.9,0.0
20220809:1810,27.08,49.54,9.36,27.71,4.62,0.0
20220809:1910,0.0,0.0,0.0,25.91,4.34,0.0
20220809:2010,0.0,0.0,0.0,24.35,4.62,0.0
20220809:2110,0.0,0.0,0.0,23.29,4.62,0.0
20220809:2210,0.0,0.0,0.0,22.41,4.34,0.0
20220809:2310,0.0,0.0,0.0,21.62,3.93,0.0
20220810:0010,0.0,0.0,0.0,20.85,3.59,0.0
20220810:0110,0.0,0.0,0.0,20.1,3.45,0.0
20220810:0210,0.0,0.0,0.0,19.46,3.52,0.0
20220810:0310,0.0,0.0,0.0,18.95,3.38,0.0
20220810:0410,0.0,0.0,0.0,18.48,3.03,0.0
20220810:0510,11.69,26.48,5.01,18.08,2.76,0.0
20220810:0610,80.86,139.89,14.51,19.0,2.41,0.0
20220810:0710,269.03,354.73,24.25,21.35,2.9,0.0
20220810:0810,455.36,579.84,33.83,23.77,3.17,0.0
20220810:0910,601.92,781.36,42.76,26.07,3.1,0.0
20220810:1010,697.76,925.1,50.23,28.19,3.45,0.0
20220810:1110,749.52,1001.34,55.08,29.79,4.28,0.0
20220810:1210,757.62,1017.69,56.03,30.69,4.34,0.0
20220810:1310,712.83,953.69,52.76,31.27,4.34,0.0
20220810:1410,617.33,817.13,46.27,31.62,4.34,0.0
20220810:1510,485.03,637.29,37.86,31.7,4.34,0.0
20220810:1610,309.57,418.06,28.49,31.47,4.28,0.0
20220810:1710,118.75,195.47,18.77,30.95,4.21,0.0
20220810:1810,26.13,48.69,9.12,29.92,3.52,0.0
20220810:1910,0.0,0.0,0.0,28.0,2.9,0.0
20220810:2010,0.0,0.0,0.0,25.98,2.97,0.0
20220810:2110,0.0,0.0,0.0,24.6,3.1,0.0
20220810:2210,0.0,0.0,0.0,23.5,3.1,0.0
20220810:2310,0.0,0.0,0.0,22.65,3.17,0.0
20220811:0010,0.0,0.0,0.0,21.91,3.03,0.0
20220811:0110,0.0,0.0,0.0,21.16,2.83,0.0
20220811:0210,0.0,0.0,0.0,20.37,2.62,0.0
20220811:0310,0.0,0.0,0.0,19.63,2.55,0.0
20220811:0410,0.0,0.0,0.0,19.0,2.48,0.0
20220811:0510,10.51,24.77,4.81,18.54,2.41,0.0
20220811:0610,79.91,138.51,14.32,19.47,1.93,0.0
20220811:0710,266.19,354.0,24.06,22.57,2.34,0.0
20220811:0810,444.69,571.85,33.64,24.94,2.62,0.0
20220811:0910,594.61,777.09,42.54,27.19,2.97,0.0
20220811:1010,682.31,906.41,49.98,29.02,3.52,0.0
20220811:1110,740.3,993.98,54.8,30.15,3.93,0.0
20220811:1210,750.82,1010.58,55.73,30.91,4.21,0.0
20220811:1310,704.42,941.05,52.47,31.41,4.48,0.0
20220811:1410,613.47,811.4,46.0,31.74,4.48,0.0
20220811:1510,478.22,628.51,37.61,31.78,4.34,0.0
20220811:1610,307.99,416.17,28.25,31.57,4.34,0.0
20220811:1710,117.34,193.33,18.53,31.11,4.21,0.0
20220811:1810,24.88,46.98,8.87,30.11,3.38,0.0
20220811:1910,0.0,0.0,0.0,28.18,2.83,0.0
20220811:2010,0.0,0.0,0.0,26.21,2.83,0.0
20220811:2110,0.0,0.0,0.0,24.81,2.69,0.0
20220811:2210,0.0,0.0,0.0,23.61,2.62,0.0
20220811:2310,0.0,0.0,0.0,22.51,2.55,0.0
20220812:0010,0.0,0.0,0.0,21.52,2.55,0.0
20220812:0110,0.0,0.0,0.0,20.66,2.62,0.0
20220812:0210,0.0,0.0,0.0,19.94,2.62,0.0
20220812:0310,0.0,0.0,0.0,19.3,2.55,0.0
20220812:0410,0.0,0.0,0.0,18.74,2.55,0.0
20220812:0510,9.96,23.92,4.6,18.38,2.55,0.0
20220812:0610,79.65,138.94,14.12,19.56,2.28,0.0
20220812:0710,268.03,356.33,23.86,22.81,2.62,0.0
20220812:0810,451.47,579.9,33.43,25.42,3.1,0.0
20220812:0910,593.68,777.71,42.32,27.76,3.03,0.0
20220812:1010,688.35,919.76,49.74,29.77,3.45,0.0
20220812:1110,737.55,994.3,54.52,31.04,4.0,0.0
20220812:1210,738.5,1003.78,55.43,31.81,3.72,0.0
20220812:1310,701.8,952.85,52.18,32.38,3.52,0.0
20220812:1410,611.14,821.23,45.72,32.73,3.38,0.0
20220812:1510,476.91,634.92,37.35,32.83,3.31,0.0
20220812:1610,306.34,418.19,28.0,32.62,3.31,0.0
20220812:1710,115.51,193.38,18.28,32.11,3.31,0.0
20220812:1810,24.15,46.13,8.62,30.95,2.69,0.0
20220812:1910,0.0,0.0,0.0,29.01,2.62,0.0
20220812:2010,0.0,0.0,0.0,27.01,2.76,0.0
20220812:2110,0.0,0.0,0.0,25.75,2.9,0.0
20220812:2210,0.0,0.0,0.0,24.85,2.97,0.0
20220812:2310,0.0,0.0,0.0,24.02,2.97,0.0
20220813:0010,0.0,0.0,0.0,23.19,2.9,0.0
20220813:0110,0.0,0.0,0.0,22.37,2.76,0.0
20220813:0210,0.0,0.0,0.0,21.63,2.69,0.0
20220813:0310,0.0,0.0,0.0,20.88,2.69,0.0
20220813:0410,0.0,0.0,0.0,20.21,2.76,0.0
20220813:0510,8.78,22.21,4.4,19.77,2.97,0.0
20220813:0610,79.02,137.85,13.93,20.68,2.9,0.0
20220813:0710,267.97,354.67,23.67,22.33,3.1,0.0
20220813:0810,453.91,579.51,33.23,24.8,3.52,0.0
20220813:0910,594.35,771.92,42.1,27.19,3.59,0.0
20220813:1010,701.53,925.59,49.48,28.92,4.28,0.0
20220813:1110,747.3,1001.5,54.23,29.91,4.07,0.0
20220813:1210,748.79,1010.89,55.13,30.68,3.86,0.0
20220813:1310,706.94,952.7,51.88,31.23,3.66,0.0
20220813:1410,616.2,820.92,45.45,31.58,3.66,0.0
20220813:1510,483.46,637.94,37.09,31.67,3.72,0.0
20220813:1610,308.63,418.23,27.74,31.46,3.72,0.0
20220813:1710,114.89,191.6,18.03,30.98,3.38,0.0
20220813:1810,21.86,42.71,8.36,29.94,2.34,0.0
20220813:1910,0.0,0.0,0.0,27.91,2.83,0.0
20220813:2010,0.0,0.0,0.0,26.14,2.9,0.0
20220813:2110,0.0,0.0,0.0,24.91,2.9,0.0
20220813:2210,0.0,0.0,0.0,23.99,3.03,0.0
20220813:2310,0.0,0.0,0.0,23.33,3.03,0.0
20220814:0010,0.0,0.0,0.0,22.68,3.03,0.0
20220814:0110,0.0,0.0,0.0,22.14,2.9,0.0
20220814:0210,0.0,0.0,0.0,21.48,2.69,0.0
20220814:0310,0.0,0.0,0.0,20.86,2.9,0.0
20220814:0410,0.0,0.0,0.0,20.44,2.9,0.0
20220814:0510,0.08,5.98,4.19,20.11,2.83,0.0
20220814:0610,74.76,120.07,13.73,20.83,2.48,0.0
20220814:0710,245.41,327.38,23.47,23.1,2.0,0.0
20220814:0810,214.42,281.07,33.03,24.66,2.55,0.0
20220814:0910,438.71,564.9,41.87,26.46,3.24,0.0
20220814:1010,376.3,490.17,49.23,28.16,3.17,0.0
20220814:1110,274.18,363.91,53.94,29.55,2.69,0.0
20220814:1210,442.59,587.63,54.82,30.2,2.34,0.0
20220814:1310,251.55,336.81,51.58,30.49,2.48,0.0
20220814:1410,138.26,192.91,45.16,30.4,3.1,0.0
20220814:1510,59.23,92.34,36.82,29.36,4.21,0.0
20220814:1610,90.07,130.84,27.49,28.29,4.21,0.0
20220814:1710,20.4,40.23,17.77,27.62,3.59,0.0
20220814:1810,8.95,23.06,8.11,26.8,3.31,0.0
20220814:1910,0.0,0.0,0.0,22.34,2.07,0.0
20220814:2010,0.0,0.0,0.0,20.98,1.1,0.0
20220814:2110,0.0,0.0,0.0,20.55,0.62,0.0
20220814:2210,0.0,0.0,0.0,20.12,1.24,0.0
20220814:2310,0.0,0.0,0.0,19.81,1.93,0.0
20220815:0010,0.0,0.0,0.0,19.49,1.86,0.0
20220815:0110,0.0,0.0,0.0,19.01,1.86,0.0
20220815:0210,0.0,0.0,0.0,18.54,1.93,0.0
20220815:0310,0.0,0.0,0.0,18.29,1.93,0.0
20220815:0410,0.0,0.0,0.0,17.98,1.93,0.0
20220815:0510,5.68,17.08,3.99,17.63,1.93,0.0
20220815:0610,63.54,97.99,13.53,18.27,1.93,0.0
20220815:0710,164.87,218.01,23.27,19.51,2.55,0.0
20220815:0810,253.54,323.1,32.82,20.79,2.62,0.0
20220815:0910,531.11,676.41,41.64,22.41,2.55,0.0
20220815:1010,490.79,628.61,48.97,23.83,2.76,0.0
20220815:1110,710.78,936.19,53.65,25.16,2.97,0.0
20220815:1210,681.58,900.29,54.51,26.11,2.9,0.0
20220815:1310,564.57,739.91,51.27,26.61,2.55,0.0
20220815:1410,564.32,741.13,44.87,27.15,2.34,0.0
20220815:1510,318.97,415.93,36.55,27.22,2.41,0.0
20220815:1610,278.8,372.07,27.22,27.16,2.55,0.0
20220815:1710,104.49,160.03,17.51,26.82,2.48,0.0
20220815:1810,22.32,42.71,7.84,25.98,1.86,0.0
20220815:1910,0.0,0.0,0.0,23.67,1.31,0.0
20220815:2010,0.0,0.0,0.0,22.48,2.14,0.0
20220815:2110,0.0,0.0,0.0,21.6,2.69,0.0
20220815:2210,0.0,0.0,0.0,20.88,3.17,0.0
20220815:2310,0.0,0.0,0.0,20.29,2.83,0.0
20220816:0010,0.0,0.0,0.0,19.56,1.79,0.0
20220816:0110,0.0,0.0,0.0,18.81,0.97,0.0
20220816:0210,0.0,0.0,0.0,18.1,0.97,0.0
20220816:0310,0.0,0.0,0.0,17.09,1.38,0.0
20220816:0410,0.0,0.0,0.0,16.72,1.45,0.0
20220816:0510,0.0,4.27,3.78,16.82,1.38,0.0
20220816:0610,26.89,47.54,13.33,18.18,1.17,0.0
20220816:0710,190.69,253.04,23.08,20.48,1.17,0.0
20220816:0810,72.99,106.97,32.61,22.08,1.17,0.0
20220816:0910,254.37,330.59,41.41,24.0,1.72,0.0
20220816:1010,510.93,661.78,48.71,24.87,2.28,0.0
20220816:1110,398.52,514.2,53.35,25.34,2.62,0.0
20220816:1210,528.45,687.22,54.19,25.53,2.55,0.0
20220816:1310,181.64,243.14,50.96,25.89,2.14,0.0
20220816:1410,370.62,483.1,44.58,26.19,1.59,0.0
20220816:1510,209.7,278.95,36.27,26.43,1.45,0.0
20220816:1610,273.4,367.78,26.96,26.8,1.1,0.0
20220816:1710,27.02,49.37,17.24,26.62,0.41,0.0
20220816:1810,0.35,6.83,7.57,26.21,0.62,0.0
20220816:1910,0.0,0.0,0.0,23.52,0.55,0.0
20220816:2010,0.0,0.0,0.0,22.74,1.79,0.0
20220816:2110,0.0,0.0,0.0,21.62,1.38,0.0
20220816:2210,0.0,0.0,0.0,20.43,1.45,0.0
20220816:2310,0.0,0.0,0.0,20.15,1.79,0.0
20220817:0010,0.0,0.0,0.0,20.21,2.07,0.0
20220817:0110,0.0,0.0,0.0,19.9,2.76,0.0
20220817:0210,0.0,0.0,0.0,19.42,2.97,0.0
20220817:0310,0.0,0.0,0.0,18.9,2.76,0.0
20220817:0410,0.0,0.0,0.0,18.41,2.28,0.0
20220817:0510,3.23,12.81,3.57,18.03,1.66,0.0
20220817:0610,70.57,112.37,13.13,18.27,1.52,0.0
20220817:0710,91.84,128.75,22.87,19.71,2.21,0.0
20220817:0810,88.02,124.34,32.4,20.95,3.79,0.0
20220817:0910,90.87,128.0,41.18,21.46,4.21,0.0
20220817:1010,80.4,115.2,48.44,21.12,3.66,0.0
20220817:1110,515.94,656.71,53.05,21.44,2.48,0.0
20220817:1210,520.02,670.72,53.87,22.72,1.93,0.0
20220817:1310,700.49,935.73,50.65,23.88,1.52,0.0
20220817:1410,600.17,792.96,44.28,24.92,1.38,0.0
20220817:1510,289.63,379.12,35.99,25.77,1.17,0.0
20220817:1610,233.34,312.49,26.68,26.15,1.38,0.0
20220817:1710,109.27,182.86,16.97,25.94,1.17,0.0
20220817:1810,19.38,38.44,7.3,25.06,1.52,0.0
20220817:1910,0.0,0.0,0.0,21.07,0.55,0.0
20220817:2010,0.0,0.0,0.0,20.29,1.45,0.0
20220817:2110,0.0,0.0,0.0,19.37,1.45,0.0
20220817:2210,0.0,0.0,0.0,18.63,1.59,0.0
20220817:2310,0.0,0.0,0.0,17.81,1.79,0.0
20220818:0010,0.0,0.0,0.0,17.19,1.79,0.0
20220818:0110,0.0,0.0,0.0,16.63,1.45,0.0
20220818:0210,0.0,0.0,0.0,16.03,1.31,0.0
20220818:0310,0.0,0.0,0.0,15.46,1.59,0.0
20220818:0410,0.0,0.0,0.0,14.93,1.31,0.0
20220818:0510,2.85,11.96,3.36,14.41,1.38,0.0
20220818:0610,44.13,69.68,12.93,15.57,0.97,0.0
20220818:0710,117.08,158.58,22.67,17.94,1.59,0.0
20220818:0810,159.23,209.33,32.18,19.37,1.52,0.0
20220818:0910,517.19,659.38,40.95,21.35,1.86,0.0
20220818:1010,687.62,896.99,48.17,23.19,2.48,0.0
20220818:1110,732.5,971.43,52.75,24.55,2.48,0.0
20220818:1210,678.19,899.66,53.55,25.51,2.34,0.0
20220818:1310,672.26,889.97,50.33,26.06,2.48,0.0
20220818:1410,388.68,502.33,43.98,26.41,2.76,0.0
20220818:1510,390.6,504.24,35.7,26.28,2.76,0.0
20220818:1610,244.92,325.06,26.41,25.99,2.97,0.0
20220818:1710,96.38,146.14,16.7,25.46,3.24,0.0
20220818:1810,3.54,13.67,7.02,24.45,3.17,0.0
20220818:1910,0.0,0.0,0.0,23.53,2.76,0.0
20220818:2010,0.0,0.0,0.0,21.66,4.07,0.0
20220818:2110,0.0,0.0,0.0,20.01,3.93,0.0
20220818:2210,0.0,0.0,0.0,18.48,3.1,0.0
20220818:2310,0.0,0.0,0.0,17.43,2.69,0.0
20220819:0010,0.0,0.0,0.0,16.59,2.41,0.0
20220819:0110,0.0,0.0,0.0,15.92,1.93,0.0
20220819:0210,0.0,0.0,0.0,15.44,1.86,0.0
20220819:0310,0.0,0.0,0.0,15.45,1.86,0.0
20220819:0410,0.0,0.0,0.0,15.69,1.93,0.0
20220819:0510,0.09,5.98,3.15,16.44,1.86,0.0
20220819:0610,39.11,63.55,12.73,17.33,2.21,0.0
20220819:0710,119.3,161.05,22.47,18.16,2.76,0.0
20220819:0810,179.07,231.38,31.97,19.39,3.93,0.0
20220819:0910,133.07,178.28,40.71,20.66,3.72,0.0
20220819:1010,157.5,208.45,47.9,21.66,3.66,0.0
20220819:1110,91.42,128.91,52.44,21.86,4.0,0.0
20220819:1210,284.09,361.43,53.22,22.17,4.07,0.0
20220819:1310,80.68,116.11,50.01,22.39,4.07,0.0
20220819:1410,263.75,337.22,43.67,22.45,3.52,0.0
20220819:1510,190.47,248.98,35.41,22.57,3.17,0.0
20220819:1610,125.87,171.87,26.12,22.76,2.62,0.0
20220819:1710,58.77,89.78,16.42,22.31,2.34,0.0
20220819:1810,19.18,37.58,6.74,21.2,2.07,0.0
20220819:1910,0.0,0.0,0.0,20.86,2.76,0.0
20220819:2010,0.0,0.0,0.0,20.0,3.1,0.0
20220819:2110,0.0,0.0,0.0,19.07,3.45,0.0
20220819:2210,0.0,0.0,0.0,17.9,3.1,0.0
20220819:2310,0.0,0.0,0.0,16.5,2.83,0.0
20220820:0010,0.0,0.0,0.0,15.4,2.55,0.0
20220820:0110,0.0,0.0,0.0,14.56,2.34,0.0
20220820:0210,0.0,0.0,0.0,13.98,2.21,0.0
20220820:0310,0.0,0.0,0.0,13.53,2.21,0.0
