Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230723:1810,12.88,28.48,12.64,20.5,3.72,0.0
20230723:1910,0.0,5.18,3.59,20.52,3.66,0.0
20230723:2010,0.0,0.0,0.0,20.11,3.38,0.0
20230723:2110,0.0,0.0,0.0,19.6,3.24,0.0
20230723:2210,0.0,0.0,0.0,19.29,3.31,0.0
20230723:2310,0.0,0.0,0.0,19.02,3.59,0.0
20230724:0010,0.0,0.0,0.0,18.77,3.79,0.0
20230724:0110,0.0,0.0,0.0,18.5,4.0,0.0
20230724:0210,0.0,0.0,0.0,18.03,4.28,0.0
20230724:0310,0.0,0.0,0.0,17.72,4.76,0.0
20230724:0410,0.0,0.0,0.0,17.36,5.17,0.0
20230724:0510,9.62,23.3,8.12,17.29,4.9,0.0
20230724:0610,74.18,107.32,17.5,17.39,4.14,0.0
20230724:0710,138.37,182.49,27.21,17.57,4.14,0.0
20230724:0810,347.89,429.34,36.88,17.87,4.34,0.0
20230724:0910,326.19,404.89,46.04,19.08,5.03,0.0
20230724:1010,355.88,442.8,53.91,20.08,5.31,0.0
20230724:1110,124.11,167.42,59.19,21.03,5.59,0.0
20230724:1210,157.46,207.9,60.31,21.84,5.59,0.0
20230724:1310,570.31,713.47,56.83,22.3,5.86,0.0
20230724:1410,418.37,523.34,49.99,21.9,4.97,0.0
20230724:1510,201.66,258.79,41.31,20.09,4.9,0.0
20230724:1610,158.46,207.71,31.81,18.98,2.9,0.0
20230724:1710,138.81,195.46,22.07,19.37,2.21,0.0
20230724:1810,45.41,71.63,12.49,19.46,1.79,0.0
20230724:1910,4.26,14.67,3.43,18.05,0.97,0.0
20230724:2010,0.0,0.0,0.0,17.58,0.62,0.0
20230724:2110,0.0,0.0,0.0,16.84,0.62,0.0
20230724:2210,0.0,0.0,0.0,16.03,0.48,0.0
20230724:2310,0.0,0.0,0.0,15.5,0.55,0.0
20230725:0010,0.0,0.0,0.0,14.95,1.1,0.0
20230725:0110,0.0,0.0,0.0,14.87,1.59,0.0
20230725:0210,0.0,0.0,0.0,14.68,2.07,0.0
20230725:0310,0.0,0.0,0.0,14.32,2.69,0.0
20230725:0410,0.0,0.0,0.0,13.91,3.1,0.0
20230725:0510,24.18,43.15,7.96,13.69,3.45,0.0
20230725:0610,14.05,29.44,17.34,13.81,3.59,0.0
20230725:0710,93.95,127.88,27.05,14.14,3.38,0.0
20230725:0810,90.71,124.19,36.72,14.39,3.38,0.0
20230725:0910,239.39,297.81,45.87,14.66,3.1,0.0
20230725:1010,447.4,547.85,53.72,15.61,3.45,0.0
20230725:1110,602.86,748.69,58.98,17.18,3.66,0.0
20230725:1210,504.82,625.05,60.1,17.78,3.79,0.0
20230725:1310,589.26,733.26,56.63,18.53,4.0,0.0
20230725:1410,288.12,361.34,49.81,19.13,4.0,0.0
20230725:1510,498.45,619.56,41.16,19.55,3.72,0.0
20230725:1610,106.91,145.34,31.66,18.2,4.14,0.0
20230725:1710,49.08,75.43,21.92,17.26,3.52,0.0
20230725:1810,32.95,55.23,12.34,17.41,2.83,0.0
20230725:1910,3.32,12.95,3.27,17.24,2.48,0.0
20230725:2010,0.0,0.0,0.0,16.44,2.21,0.0
20230725:2110,0.0,0.0,0.0,15.4,2.21,0.0
20230725:2210,0.0,0.0,0.0,14.69,2.21,0.0
20230725:2310,0.0,0.0,0.0,14.07,2.21,0.0
20230726:0010,0.0,0.0,0.0,13.43,2.41,0.0
20230726:0110,0.0,0.0,0.0,13.23,2.48,0.0
20230726:0210,0.0,0.0,0.0,12.78,2.62,0.0
20230726:0310,0.0,0.0,0.0,12.62,2.62,0.0
20230726:0410,0.0,0.0,0.0,12.4,2.55,0.0
20230726:0510,24.3,43.15,7.79,12.65,2.41,0.0
20230726:0610,101.6,163.65,17.18,13.74,2.41,0.0
20230726:0710,292.77,372.33,26.89,15.49,3.24,0.0
20230726:0810,467.22,574.18,36.56,16.91,3.52,0.0
20230726:0910,525.31,648.33,45.7,17.94,3.79,0.0
20230726:1010,626.47,781.31,53.53,18.79,4.07,0.0
20230726:1110,658.55,826.76,58.77,19.54,4.28,0.0
20230726:1210,662.01,835.11,59.89,20.59,4.41,0.0
20230726:1310,442.76,554.0,56.44,20.58,4.0,0.0
20230726:1410,519.01,649.88,49.64,20.93,4.0,0.0
20230726:1510,438.07,549.14,40.99,21.08,3.59,0.0
20230726:1610,308.13,395.26,31.5,21.08,3.38,0.0
20230726:1710,131.76,184.4,21.76,20.85,2.9,0.0
20230726:1810,41.77,67.32,12.18,20.64,2.41,0.0
20230726:1910,2.81,12.08,3.1,19.79,1.79,0.0
20230726:2010,0.0,0.0,0.0,18.93,1.93,0.0
20230726:2110,0.0,0.0,0.0,18.37,2.07,0.0
20230726:2210,0.0,0.0,0.0,17.83,2.48,0.0
20230726:2310,0.0,0.0,0.0,17.13,2.9,0.0
20230727:0010,0.0,0.0,0.0,16.78,3.17,0.0
20230727:0110,0.0,0.0,0.0,16.55,3.52,0.0
20230727:0210,0.0,0.0,0.0,16.76,3.86,0.0
20230727:0310,0.0,0.0,0.0,16.96,4.14,0.0
20230727:0410,0.0,0.0,0.0,16.97,4.41,0.0
20230727:0510,0.11,6.04,7.62,16.81,4.69,0.0
20230727:0610,35.97,58.87,17.02,16.76,4.9,0.0
20230727:0710,124.09,165.0,26.73,17.16,5.17,0.0
20230727:0810,64.24,93.83,36.4,17.34,5.66,0.0
20230727:0910,175.33,225.05,45.52,17.89,6.07,0.0
20230727:1010,104.86,143.5,53.34,19.82,6.9,0.0
20230727:1110,366.89,456.76,58.56,20.92,6.28,0.0
20230727:1210,298.65,376.87,59.67,22.19,6.55,0.0
20230727:1310,142.98,191.34,56.23,23.09,6.9,0.0
20230727:1410,164.16,216.43,49.45,22.5,5.79,0.0
20230727:1510,84.11,119.59,40.82,20.98,4.14,0.0
20230727:1610,44.83,70.83,31.34,19.62,3.66,0.0
20230727:1710,47.98,74.51,21.6,18.69,3.31,0.0
20230727:1810,2.39,11.22,12.01,18.48,3.24,0.0
20230727:1910,1.16,8.63,2.92,17.65,3.86,0.0
20230727:2010,0.0,0.0,0.0,17.64,3.86,0.0
20230727:2110,0.0,0.0,0.0,17.62,3.86,0.0
20230727:2210,0.0,0.0,0.0,17.61,3.72,0.0
20230727:2310,0.0,0.0,0.0,17.63,3.52,0.0
20230728:0010,0.0,0.0,0.0,17.55,3.45,0.0
20230728:0110,0.0,0.0,0.0,17.53,3.59,0.0
20230728:0210,0.0,0.0,0.0,17.54,3.45,0.0
20230728:0310,0.0,0.0,0.0,17.52,3.24,0.0
20230728:0410,0.0,0.0,0.0,17.46,3.24,0.0
20230728:0510,0.11,6.04,7.45,17.35,3.03,0.0
20230728:0610,22.41,41.4,16.85,17.34,2.9,0.0
20230728:0710,46.79,72.67,26.57,17.45,3.24,0.0
20230728:0810,72.26,103.95,36.23,18.03,3.66,0.0
20230728:0910,198.3,254.24,45.34,18.66,3.24,0.0
20230728:1010,315.41,397.13,53.14,19.91,3.1,0.0
20230728:1110,309.58,392.93,58.34,21.28,3.1,0.0
20230728:1210,94.27,132.46,59.44,21.81,3.38,0.0
20230728:1310,42.1,68.07,56.02,22.16,4.0,0.0
20230728:1410,590.97,744.46,49.26,21.88,4.07,0.0
20230728:1510,274.96,348.73,40.65,21.64,4.34,0.0
20230728:1610,221.34,285.7,31.17,21.09,3.93,0.0
20230728:1710,137.71,210.19,21.43,21.08,4.0,0.0
20230728:1810,43.79,69.9,11.84,20.85,2.97,0.0
20230728:1910,3.26,12.95,2.74,19.91,2.62,0.0
20230728:2010,0.0,0.0,0.0,19.64,1.93,0.0
20230728:2110,0.0,0.0,0.0,19.24,1.72,0.0
20230728:2210,0.0,0.0,0.0,18.76,1.59,0.0
20230728:2310,0.0,0.0,0.0,18.37,1.45,0.0
20230729:0010,0.0,0.0,0.0,18.03,1.31,0.0
20230729:0110,0.0,0.0,0.0,17.59,1.38,0.0
20230729:0210,0.0,0.0,0.0,17.35,1.45,0.0
20230729:0310,0.0,0.0,0.0,17.17,1.79,0.0
20230729:0410,0.0,0.0,0.0,16.89,2.41,0.0
20230729:0510,21.23,39.7,7.27,16.64,3.03,0.0
20230729:0610,77.7,112.61,16.68,16.93,3.17,0.0
20230729:0710,271.91,348.4,26.4,17.59,3.86,0.0
20230729:0810,204.57,260.57,36.06,18.48,4.21,0.0
20230729:0910,411.24,508.76,45.16,20.0,5.1,0.0
20230729:1010,97.3,135.22,52.93,20.73,5.17,0.0
20230729:1110,297.3,375.49,58.11,21.51,5.1,0.0
20230729:1210,662.49,839.3,59.21,22.54,5.03,0.0
20230729:1310,567.17,715.5,55.8,22.8,4.83,0.0
20230729:1410,44.29,70.83,49.07,22.21,5.1,0.0
20230729:1510,346.93,434.09,40.47,21.54,5.31,0.0
20230729:1610,198.0,257.2,31.0,21.54,4.69,0.0
20230729:1710,36.67,60.71,21.26,20.63,3.86,0.0
20230729:1810,12.94,28.48,11.66,19.71,3.66,0.0
20230729:1910,1.13,8.63,2.56,20.14,1.24,0.0
20230729:2010,0.0,0.0,0.0,19.17,1.66,0.0
20230729:2110,0.0,0.0,0.0,18.27,1.86,0.0
20230729:2210,0.0,0.0,0.0,17.73,1.86,0.0
20230729:2310,0.0,0.0,0.0,17.61,1.93,0.0
20230730:0010,0.0,0.0,0.0,17.36,2.48,0.0
20230730:0110,0.0,0.0,0.0,16.93,3.24,0.0
20230730:0210,0.0,0.0,0.0,16.44,3.38,0.0
20230730:0310,0.0,0.0,0.0,15.95,3.17,0.0
20230730:0410,0.0,0.0,0.0,15.43,3.03,0.0
20230730:0510,19.5,37.11,7.1,14.96,3.52,0.0
20230730:0610,97.2,162.05,16.51,15.12,3.45,0.0
20230730:0710,151.33,196.43,26.23,15.92,4.83,0.0
20230730:0810,197.14,249.32,35.89,17.03,6.07,0.0
20230730:0910,332.38,408.78,44.98,18.09,6.21,0.0
20230730:1010,422.91,518.88,52.73,18.8,6.28,0.0
20230730:1110,663.82,821.87,57.88,19.43,6.07,0.0
20230730:1210,683.95,851.12,58.97,20.41,6.28,0.0
20230730:1310,593.91,738.23,55.58,20.86,5.86,0.0
20230730:1410,460.08,571.35,48.87,21.37,5.72,0.0
20230730:1510,170.37,222.61,40.28,21.19,5.45,0.0
20230730:1610,147.33,195.14,30.82,20.79,5.24,0.0
20230730:1710,94.97,133.64,21.08,20.4,4.62,0.0
20230730:1810,40.6,65.59,11.48,20.05,4.14,0.0
20230730:1910,0.77,7.77,2.36,19.42,4.0,0.0
20230730:2010,0.0,0.0,0.0,19.15,3.72,0.0
20230730:2110,0.0,0.0,0.0,18.99,3.59,0.0
20230730:2210,0.0,0.0,0.0,18.83,3.59,0.0
20230730:2310,0.0,0.0,0.0,18.63,3.66,0.0
20230731:0010,0.0,0.0,0.0,18.27,3.79,0.0
20230731:0110,0.0,0.0,0.0,17.86,4.07,0.0
20230731:0210,0.0,0.0,0.0,17.7,4.55,0.0
20230731:0310,0.0,0.0,0.0,17.17,4.62,0.0
20230731:0410,0.0,0.0,0.0,16.6,4.55,0.0
20230731:0510,3.83,13.81,6.92,16.07,4.69,0.0
20230731:0610,74.31,108.17,16.34,16.23,4.41,0.0
20230731:0710,120.18,160.61,26.06,17.47,5.31,0.0
20230731:0810,152.84,198.95,35.71,18.55,7.24,0.0
20230731:0910,119.72,160.98,44.79,19.67,7.17,0.0
20230731:1010,84.77,119.59,52.52,19.95,6.97,0.0
20230731:1110,77.15,110.39,57.65,19.65,5.66,0.0
20230731:1210,85.78,120.51,58.73,19.16,5.72,0.0
20230731:1310,113.59,153.62,55.35,19.32,6.28,0.0
20230731:1410,127.83,170.18,48.66,18.97,6.34,0.0
20230731:1510,56.72,85.55,40.09,19.67,5.17,0.0
20230731:1610,87.84,123.27,30.64,19.77,5.93,0.0
20230731:1710,29.77,51.51,20.9,19.67,6.0,0.0
20230731:1810,10.08,24.16,11.29,19.3,5.79,0.0
20230731:1910,0.0,0.86,2.17,18.17,6.0,0.0
20230731:2010,0.0,0.0,0.0,18.12,6.34,0.0
20230731:2110,0.0,0.0,0.0,18.16,6.76,0.0
20230731:2210,0.0,0.0,0.0,18.15,6.97,0.0
20230731:2310,0.0,0.0,0.0,17.93,7.1,0.0
20230801:0010,0.0,0.0,0.0,17.79,6.55,0.0
20230801:0110,0.0,0.0,0.0,17.65,5.45,0.0
20230801:0210,0.0,0.0,0.0,17.17,5.03,0.0
20230801:0310,0.0,0.0,0.0,16.03,4.34,0.0
20230801:0410,0.0,0.0,0.0,15.0,4.21,0.0
20230801:0510,16.37,32.79,6.74,14.71,4.34,0.0
20230801:0610,96.13,146.42,16.17,14.98,4.55,0.0
20230801:0710,251.03,317.02,25.89,15.76,5.93,0.0
20230801:0810,215.47,269.97,35.53,16.72,6.48,0.0
20230801:0910,442.18,537.29,44.6,17.4,6.21,0.0
20230801:1010,62.38,91.99,52.3,18.47,6.21,0.0
20230801:1110,147.25,193.18,57.41,19.19,6.62,0.0
20230801:1210,462.69,570.08,58.48,19.73,6.41,0.0
20230801:1310,539.99,665.75,55.12,19.96,6.28,0.0
20230801:1410,435.36,537.23,48.44,20.48,6.41,0.0
20230801:1510,198.17,254.68,39.89,20.62,6.07,0.0
20230801:1610,222.88,285.37,30.45,20.34,5.86,0.0
20230801:1710,82.3,117.34,20.71,19.9,4.76,0.0
20230801:1810,38.68,63.0,11.1,19.57,4.76,0.0
20230801:1910,0.0,2.59,1.96,19.17,4.07,0.0
20230801:2010,0.0,0.0,0.0,18.78,3.86,0.0
20230801:2110,0.0,0.0,0.0,18.26,4.07,0.0
20230801:2210,0.0,0.0,0.0,17.52,4.21,0.0
20230801:2310,0.0,0.0,0.0,16.86,4.28,0.0
20230802:0010,0.0,0.0,0.0,16.21,4.34,0.0
20230802:0110,0.0,0.0,0.0,16.16,5.03,0.0
20230802:0210,0.0,0.0,0.0,16.3,5.72,0.0
20230802:0310,0.0,0.0,0.0,16.39,6.21,0.0
20230802:0410,0.0,0.0,0.0,16.71,6.28,0.0
20230802:0510,4.28,14.67,6.55,17.37,6.62,0.0
20230802:0610,19.66,37.72,15.99,17.92,6.69,0.0
20230802:0710,188.69,243.74,25.72,18.5,6.0,0.0
20230802:0810,94.38,130.62,35.35,19.0,6.34,0.0
20230802:0910,307.59,382.68,44.4,19.87,6.14,0.0
20230802:1010,663.12,822.59,52.09,21.16,6.69,0.0
20230802:1110,786.55,981.91,57.17,21.72,7.59,0.0
20230802:1210,502.41,618.92,58.23,21.19,8.21,0.0
20230802:1310,379.7,468.79,54.88,20.69,8.34,0.0
20230802:1410,294.73,367.06,48.22,20.55,8.83,0.0
20230802:1510,130.42,173.86,39.69,20.26,8.55,0.0
20230802:1610,100.37,138.0,30.25,19.77,8.48,0.0
20230802:1710,106.92,148.66,20.52,19.43,8.69,0.0
20230802:1810,36.83,60.41,10.9,18.95,9.03,0.0
20230802:1910,0.0,3.45,1.76,18.41,9.03,0.0
20230802:2010,0.0,0.0,0.0,17.48,8.83,0.0
20230802:2110,0.0,0.0,0.0,17.1,8.48,0.0
20230802:2210,0.0,0.0,0.0,16.91,8.21,0.0
20230802:2310,0.0,0.0,0.0,16.79,7.66,0.0
20230803:0010,0.0,0.0,0.0,16.62,7.38,0.0
20230803:0110,0.0,0.0,0.0,16.34,7.17,0.0
20230803:0210,0.0,0.0,0.0,16.12,6.9,0.0
20230803:0310,0.0,0.0,0.0,15.99,6.41,0.0
20230803:0410,0.0,0.0,0.0,16.07,6.14,0.0
20230803:0510,0.0,5.18,6.36,16.17,5.93,0.0
20230803:0610,60.11,89.4,15.81,16.23,5.79,0.0
20230803:0710,42.67,67.15,25.54,16.35,5.38,0.0
20230803:0810,292.23,360.12,35.17,16.9,5.38,0.0
20230803:0910,98.15,134.3,44.21,17.36,5.17,0.0
20230803:1010,56.69,84.63,51.87,17.12,5.03,0.0
20230803:1110,67.06,97.51,56.92,17.89,4.9,0.0
20230803:1210,118.14,158.22,57.97,17.49,3.86,0.0
20230803:1310,362.67,450.28,54.63,18.01,3.45,0.0
20230803:1410,121.8,162.82,48.0,17.36,2.55,0.0
20230803:1510,88.21,123.27,39.48,17.96,2.34,0.0
20230803:1610,83.57,117.75,30.05,18.08,2.41,0.0
20230803:1710,59.19,88.31,20.32,18.37,2.55,0.0
20230803:1810,26.84,47.47,10.69,18.29,2.41,0.0
20230803:1910,0.0,0.86,1.54,16.96,2.41,0.0
20230803:2010,0.0,0.0,0.0,16.21,2.14,0.0
20230803:2110,0.0,0.0,0.0,15.77,2.0,0.0
20230803:2210,0.0,0.0,0.0,15.27,2.07,0.0
20230803:2310,0.0,0.0,0.0,14.92,2.14,0.0
20230804:0010,0.0,0.0,0.0,14.79,2.07,0.0
20230804:0110,0.0,0.0,0.0,14.58,1.93,0.0
20230804:0210,0.0,0.0,0.0,14.5,1.86,0.0
20230804:0310,0.0,0.0,0.0,14.31,1.66,0.0
20230804:0410,0.0,0.0,0.0,14.02,1.59,0.0
20230804:0510,13.34,28.48,6.18,13.96,1.59,0.0
20230804:0610,65.57,96.12,15.63,14.58,1.45,0.0
20230804:0710,250.21,320.8,25.36,16.04,1.93,0.0
20230804:0810,419.87,521.2,34.99,17.28,2.28,0.0
20230804:0910,601.82,757.61,44.01,18.62,2.41,0.0
20230804:1010,636.06,808.76,51.64,19.59,2.62,0.0
20230804:1110,759.34,983.42,56.67,19.81,2.62,0.0
20230804:1210,661.15,846.85,57.71,20.29,2.76,0.0
20230804:1310,363.41,458.78,54.38,20.52,2.62,0.0
20230804:1410,55.11,83.71,47.77,19.79,3.52,0.0
20230804:1510,428.36,529.02,39.26,18.89,4.28,0.0
20230804:1610,310.59,395.09,29.84,18.98,3.38,0.0
20230804:1710,133.95,200.33,20.11,19.26,2.97,0.0
20230804:1810,36.74,60.41,10.48,18.82,2.97,0.0
20230804:1910,0.0,0.86,1.32,17.36,2.34,0.0
20230804:2010,0.0,0.0,0.0,16.38,2.21,0.0
20230804:2110,0.0,0.0,0.0,15.61,2.21,0.0
20230804:2210,0.0,0.0,0.0,14.81,1.93,0.0
20230804:2310,0.0,0.0,0.0,14.35,1.79,0.0
20230805:0010,0.0,0.0,0.0,13.74,2.07,0.0
20230805:0110,0.0,0.0,0.0,13.29,2.21,0.0
20230805:0210,0.0,0.0,0.0,12.64,2.14,0.0
20230805:0310,0.0,0.0,0.0,12.34,2.07,0.0
20230805:0410,0.0,0.0,0.0,12.1,2.34,0.0
20230805:0510,0.0,5.18,5.99,12.21,2.34,0.0
20230805:0610,89.07,131.65,15.45,13.09,2.62,0.0
20230805:0710,161.47,207.82,25.18,14.14,2.97,0.0
20230805:0810,228.4,284.23,34.8,15.23,4.41,0.0
20230805:0910,89.43,123.27,43.81,16.0,5.38,0.0
20230805:1010,105.74,142.58,51.42,16.07,4.55,0.0
20230805:1110,580.55,708.75,56.41,16.4,5.24,0.0
20230805:1210,165.51,212.49,57.44,16.34,5.03,0.0
20230805:1310,115.64,154.54,54.12,17.03,6.14,0.0
20230805:1410,63.67,92.91,47.53,16.99,7.86,0.0
20230805:1510,186.79,236.55,39.04,16.47,6.9,0.0
20230805:1610,127.06,167.57,29.63,16.74,7.38,0.0
20230805:1710,79.0,111.88,19.9,17.03,6.69,0.0
20230805:1810,27.08,47.47,10.27,16.91,5.86,0.0
20230805:1910,0.0,0.0,0.0,15.86,5.79,0.0
20230805:2010,0.0,0.0,0.0,15.35,5.66,0.0
20230805:2110,0.0,0.0,0.0,15.18,5.79,0.0
20230805:2210,0.0,0.0,0.0,14.86,5.66,0.0
20230805:2310,0.0,0.0,0.0,14.86,5.86,0.0
20230806:0010,0.0,0.0,0.0,14.62,6.9,0.0
20230806:0110,0.0,0.0,0.0,14.0,7.17,0.0
20230806:0210,0.0,0.0,0.0,13.59,7.1,0.0
20230806:0310,0.0,0.0,0.0,13.35,6.69,0.0
20230806:0410,0.0,0.0,0.0,13.18,6.0,0.0
20230806:0510,6.5,18.12,5.79,12.9,5.66,0.0
20230806:0610,34.45,56.11,15.26,13.09,5.79,0.0
20230806:0710,157.46,201.19,25.0,13.4,6.55,0.0
20230806:0810,206.36,256.31,34.61,14.07,6.76,0.0
20230806:0910,566.63,677.69,43.6,15.2,7.17,0.0
20230806:1010,574.74,692.24,51.19,16.19,7.38,0.0
20230806:1110,541.9,656.94,56.16,17.3,7.45,0.0
20230806:1210,467.02,567.51,57.16,17.41,7.17,0.0
20230806:1310,170.53,218.93,53.86,17.47,6.62,0.0
20230806:1410,97.29,133.38,47.29,17.8,6.55,0.0
20230806:1510,285.57,353.02,38.82,17.49,5.93,0.0
20230806:1610,151.81,197.5,29.41,17.47,5.72,0.0
20230806:1710,91.24,127.44,19.68,16.91,4.28,0.0
20230806:1810,31.81,53.51,10.05,16.33,3.86,0.0
20230806:1910,0.0,0.0,0.0,15.52,3.52,0.0
20230806:2010,0.0,0.0,0.0,14.69,3.1,0.0
20230806:2110,0.0,0.0,0.0,14.25,2.9,0.0
20230806:2210,0.0,0.0,0.0,13.56,2.76,0.0
20230806:2310,0.0,0.0,0.0,13.31,2.76,0.0
20230807:0010,0.0,0.0,0.0,12.86,2.69,0.0
20230807:0110,0.0,0.0,0.0,12.48,2.76,0.0
20230807:0210,0.0,0.0,0.0,12.4,2.76,0.0
20230807:0310,0.0,0.0,0.0,12.03,2.69,0.0
20230807:0410,0.0,0.0,0.0,11.91,2.69,0.0
20230807:0510,14.13,29.34,5.6,11.78,2.62,0.0
20230807:0610,91.98,150.6,15.08,12.67,2.34,0.0
20230807:0710,289.64,367.87,24.81,14.11,2.55,0.0
20230807:0810,422.43,517.35,34.42,15.71,3.1,0.0
20230807:0910,274.81,341.91,43.39,16.82,3.45,0.0
20230807:1010,357.95,442.24,50.95,17.28,3.66,0.0
20230807:1110,628.14,782.49,55.89,18.19,4.07,0.0
20230807:1210,87.35,122.35,56.89,18.67,3.93,0.0
20230807:1310,335.22,418.04,53.59,18.98,3.93,0.0
20230807:1410,224.65,286.07,47.04,19.59,4.14,0.0
20230807:1510,240.38,304.13,38.59,19.26,4.0,0.0
20230807:1610,174.01,226.12,29.19,19.18,4.07,0.0
20230807:1710,81.96,116.79,19.46,18.65,3.52,0.0
20230807:1810,29.52,50.92,9.82,17.96,2.69,0.0
20230807:1910,0.0,0.0,0.0,17.51,2.0,0.0
20230807:2010,0.0,0.0,0.0,16.56,2.07,0.0
20230807:2110,0.0,0.0,0.0,15.92,2.14,0.0
20230807:2210,0.0,0.0,0.0,15.2,2.21,0.0
20230807:2310,0.0,0.0,0.0,14.2,2.34,0.0
20230808:0010,0.0,0.0,0.0,13.47,2.41,0.0
20230808:0110,0.0,0.0,0.0,12.86,2.41,0.0
20230808:0210,0.0,0.0,0.0,12.38,2.34,0.0
20230808:0310,0.0,0.0,0.0,12.11,2.28,0.0
20230808:0410,0.0,0.0,0.0,11.92,2.21,0.0
20230808:0510,11.07,25.03,5.4,12.13,2.14,0.0
20230808:0610,70.51,103.08,14.89,13.16,2.07,0.0
20230808:0710,216.17,275.6,24.63,15.07,2.83,0.0
20230808:0810,421.82,515.85,34.23,16.1,3.59,0.0
20230808:0910,309.07,382.41,43.18,17.08,3.72,0.0
20230808:1010,364.57,451.75,50.72,18.34,3.93,0.0
20230808:1110,544.21,675.22,55.63,19.45,4.76,0.0
20230808:1210,476.72,591.15,56.61,19.96,5.1,0.0
20230808:1310,589.4,733.78,53.32,19.9,4.76,0.0
20230808:1410,462.7,573.71,46.79,19.98,4.55,0.0
20230808:1510,210.19,269.16,38.35,19.99,4.07,0.0
20230808:1610,147.25,194.95,28.96,19.64,2.97,0.0
20230808:1710,52.16,80.03,19.24,19.49,2.28,0.0
20230808:1810,7.32,19.85,9.59,18.94,2.21,0.0
20230808:1910,0.0,0.0,0.0,18.56,2.21,0.0
20230808:2010,0.0,0.0,0.0,17.54,2.41,0.0
20230808:2110,0.0,0.0,0.0,16.59,2.62,0.0
20230808:2210,0.0,0.0,0.0,16.27,2.55,0.0
20230808:2310,0.0,0.0,0.0,15.94,2.69,0.0
20230809:0010,0.0,0.0,0.0,15.51,2.9,0.0
20230809:0110,0.0,0.0,0.0,15.46,3.1,0.0
20230809:0210,0.0,0.0,0.0,15.38,3.03,0.0
20230809:0310,0.0,0.0,0.0,15.32,2.97,0.0
20230809:0410,0.0,0.0,0.0,15.52,3.03,0.0
20230809:0510,3.84,13.81,5.21,15.69,2.9,0.0
20230809:0610,57.42,86.56,14.7,16.03,2.62,0.0
20230809:0710,132.51,175.38,24.44,16.67,3.24,0.0
20230809:0810,237.16,298.47,34.03,17.51,3.1,0.0
20230809:0910,256.45,323.29,42.97,18.86,3.31,0.0
20230809:1010,177.18,230.37,50.47,19.65,3.1,0.0
20230809:1110,199.0,257.48,55.35,20.36,2.9,0.0
20230809:1210,635.07,815.39,56.32,21.1,2.62,0.0
20230809:1310,368.29,466.84,53.04,21.35,2.48,0.0
20230809:1410,309.48,393.85,46.53,21.76,2.55,0.0
20230809:1510,484.24,613.88,38.11,21.68,2.41,0.0
20230809:1610,307.23,399.59,28.73,21.78,2.21,0.0
20230809:1710,122.22,192.85,19.0,21.72,1.79,0.0
20230809:1810,25.77,46.6,9.36,21.08,1.1,0.0
20230809:1910,0.0,0.0,0.0,20.07,1.45,0.0
20230809:2010,0.0,0.0,0.0,17.93,1.79,0.0
20230809:2110,0.0,0.0,0.0,16.53,2.07,0.0
20230809:2210,0.0,0.0,0.0,15.6,2.14,0.0
20230809:2310,0.0,0.0,0.0,15.03,2.28,0.0
20230810:0010,0.0,0.0,0.0,14.62,2.34,0.0
20230810:0110,0.0,0.0,0.0,14.17,2.34,0.0
20230810:0210,0.0,0.0,0.0,13.82,2.41,0.0
20230810:0310,0.0,0.0,0.0,13.59,2.41,0.0
20230810:0410,0.0,0.0,0.0,13.34,2.34,0.0
20230810:0510,11.01,25.03,5.01,13.13,2.14,0.0
20230810:0610,86.71,143.58,14.51,14.19,1.66,0.0
20230810:0710,283.96,366.37,24.25,16.97,2.34,0.0
20230810:0810,437.21,547.66,33.83,19.11,2.21,0.0
20230810:0910,603.43,770.74,42.76,21.01,2.21,0.0
20230810:1010,712.13,931.61,50.23,22.42,2.28,0.0
20230810:1110,388.63,499.09,55.08,23.47,2.14,0.0
20230810:1210,518.32,673.85,56.03,24.3,2.0,0.0
20230810:1310,676.21,904.11,52.76,24.93,1.59,0.0
20230810:1410,627.95,833.53,46.27,25.18,1.45,0.0
20230810:1510,469.79,610.59,37.86,25.33,1.72,0.0
20230810:1610,260.58,345.74,28.49,25.23,1.59,0.0
20230810:1710,120.38,194.83,18.77,25.04,1.45,0.0
20230810:1810,25.33,46.6,9.12,24.32,1.03,0.0
20230810:1910,0.0,0.0,0.0,23.1,1.86,0.0
20230810:2010,0.0,0.0,0.0,21.08,2.21,0.0
20230810:2110,0.0,0.0,0.0,19.76,2.14,0.0
20230810:2210,0.0,0.0,0.0,18.62,2.0,0.0
20230810:2310,0.0,0.0,0.0,17.72,2.07,0.0
20230811:0010,0.0,0.0,0.0,17.16,2.14,0.0
20230811:0110,0.0,0.0,0.0,16.94,2.21,0.0
20230811:0210,0.0,0.0,0.0,16.77,2.21,0.0
20230811:0310,0.0,0.0,0.0,16.63,2.21,0.0
20230811:0410,0.0,0.0,0.0,16.5,2.14,0.0
20230811:0510,10.24,24.16,4.81,16.35,2.07,0.0
20230811:0610,82.57,131.43,14.32,17.55,1.59,0.0
20230811:0710,262.78,346.04,24.06,20.07,1.38,0.0
